GitIssue5721,https://github.com/AcutronicRobotics/moveit2/issues/118,GitHubIssues,Alphabetical order moveit2.repos,
GitIssue5722,https://github.com/AcutronicRobotics/moveit2/issues/117,GitHubIssues,Remove unnecessary repos from moveit2.repos,
GitIssue5723,https://github.com/AcutronicRobotics/moveit2/issues/111,GitHubIssues,Issues building tf2_geometry_msgs,Overview of your issue here.When building the moveit2 ws from source:Is this due to the fa
GitIssue5724,https://github.com/AcutronicRobotics/moveit2/issues/109,GitHubIssues,moveit_ros_planning clang linking issue,Linking issue when compiling `moveit_ros_planning` in OS Xcolcon build --merge-install --c
GitIssue5725,https://github.com/AcutronicRobotics/moveit2/issues/106,GitHubIssues,OS X build issue: ld: library not found for -lassimp,`geometric_shapes` fails in OS X when compiling from source. Issue seems to be that it doe
GitIssue5726,https://github.com/AcutronicRobotics/moveit2/issues/100,GitHubIssues,Errors when running ubuntu-install.sh,Following the instructions given here: https://acutronicrobotics.com/docs/products/robots/
GitIssue5727,https://github.com/AcutronicRobotics/moveit2/issues/93,GitHubIssues,Errors while installing moveit2 from source,When I tried to build the `master_compile` branch from source using the README instruction
GitIssue5728,https://github.com/AcutronicRobotics/moveit2/issues/90,GitHubIssues,CI broken again and instructions from source incomplete,"@ahcorde can we please review CI once again and also the instructions. As it is, README is"
GitIssue5729,https://github.com/AcutronicRobotics/moveit2/issues/81,GitHubIssues,How to build AcutronicRobotics/moveit2,How does one build this repo? No one at PickNik has ever been able to compile any version 
GitIssue5730,https://github.com/AcutronicRobotics/moveit2/issues/79,GitHubIssues,Unable to compile tf2_ros dashing,In file included from /opt/ws_moveit/src/geometry2/tf2_ros/src/static_transform_broadcaste
GitIssue5731,https://github.com/AcutronicRobotics/moveit2/issues/78,GitHubIssues,Unable to generate actions headers,I'm getting the following errors:We faced similar issue with HRIM. I'm going to have a loo
GitIssue5732,https://github.com/AcutronicRobotics/moveit2/issues/76,GitHubIssues,CI for Dashing,"Together with https://github.com/AcutronicRobotics/moveit2/issues/68, can we try and addre"
GitIssue5733,https://github.com/AcutronicRobotics/moveit2/issues/69,GitHubIssues,Unit tests failing in OS X,@ahcorde reproduced your work in OS X (`fixing-test-ompl`) and got:1 warning generated.Und
GitIssue5734,https://github.com/AcutronicRobotics/moveit2/issues/68,GitHubIssues,Prepare for dashing release,First draft for Linux is ready on: https://github.com/AcutronicRobotics/moveit2/tree/prepa
GitIssue5735,https://github.com/AcutronicRobotics/moveit2/issues/63,GitHubIssues,rosdep not working properly,Issue on ros-infrastructure: https://github.com/ros-infrastructure/rosdep/issues/677
GitIssue5736,https://github.com/AcutronicRobotics/moveit2/issues/50,GitHubIssues,test_robot_model failed,CMakeFiles/test_robot_model.dir/test/test.cpp.o: In function `LoadPlanningModelsPr2_Model_
GitIssue5737,https://github.com/AcutronicRobotics/moveit2/issues/49,GitHubIssues,Docker image not building as part of CI,"@LanderU, Docker image isn't building anymore. Can you please help me with that?"
GitIssue5738,https://github.com/AcutronicRobotics/moveit2/issues/48,GitHubIssues,CI broken,It appears the CI is broken in master for OS X:And also in Linux https://travis-ci.org/Acu
GitIssue5739,https://github.com/AcutronicRobotics/moveit2/issues/34,GitHubIssues,CI syncing,"@LanderU, there seems to be good progress at https://github.com/ros-planning/moveit_ci and"
GitIssue5740,https://github.com/AcutronicRobotics/moveit2/issues/33,GitHubIssues,MoveIt 2 logo,"For upcoming announcements, we should use a different logo than the MoveIt! one. @davetcol"
GitIssue5741,https://github.com/AcutronicRobotics/moveit2/issues/32,GitHubIssues,moveit_ros_perception issues and missing a proper port,In OS X Mojave:| => colcon build --merge-install --packages-select moveit_ros_perceptionSt
GitIssue5742,https://github.com/AcutronicRobotics/moveit2/issues/30,GitHubIssues,OS X: Could NOT find OpenMP_C,"@LanderU, I'm going pretty crazy while trying to compile `moveit_ros_perception` in OS X, "
GitIssue5743,https://github.com/AcutronicRobotics/moveit2/issues/28,GitHubIssues,Use ament_clang_format modules,https://github.com/ament/ament_lint/blob/master/ament_cmake_clang_format/doc/index.rst
GitIssue5744,https://github.com/AcutronicRobotics/moveit2/issues/27,GitHubIssues,CI failing with image_common,@LanderU according to https://travis-ci.org/AcutronicRobotics/moveit2/jobs/503697295 we se
GitIssue5745,https://github.com/AcutronicRobotics/moveit2/issues/24,GitHubIssues,"OS X, issues with orocos_kdl",colcon build --packages-select orocos_kdlStarting >>> orocos_kdl--- stderr: orocos_kdlerro
GitIssue5746,https://github.com/AcutronicRobotics/moveit2/issues/19,GitHubIssues,Isometry3d,"@anasarrak, let's go back to Isometry3d please. You have an example at the transforms subm"
GitIssue5747,https://github.com/AcutronicRobotics/moveit2/issues/13,GitHubIssues,Unit tests in moveit2 failing,Failing when enabling units tests of robot_model submodule of [moveit_core](https://github
GitIssue5748,https://github.com/AcutronicRobotics/moveit2/issues/4,GitHubIssues,CI multi-OS (enable OS X also),Motivated by #3 I'm considering whether it'll make sense to at least have CI also enabled 
GitIssue5749,https://github.com/AcutronicRobotics/moveit2/issues/3,GitHubIssues,"Issues with robot_state submodule, master branch not compiling","@anasarrak, please have a look at this:I'm working in OS X. Cleaned up completely and re-b"
GitIssue5750,https://github.com/ahornung/humanoid_navigation/issues/14,GitHubIssues,Do you have a plan to release on ROS Kinetic version?,Hello! I'm a researcher in ROBOTIS. I have a plan to release the Thormang3 packages (kinet
GitIssue5751,https://github.com/ahornung/humanoid_navigation/issues/13,GitHubIssues,Indigo needs new build dependency on cmake_modules for finding Eigen,"FindEigen.cmake has been moved to the cmake_modules package in Indigo, thus the humanoid_l"
GitIssue5752,https://github.com/ahornung/humanoid_navigation/issues/4,GitHubIssues,PlanFootstepsBetweenFeet msg missed,In hydro-devel branch I have the following errors:<pre>In file included from /home/enrique
GitIssue5753,https://github.com/airalab/robonomics_comm/issues/140,GitHubIssues,mktemp is deprecated,"According to the official Python docs, `mktemp()` is [deprecated](https://docs.python.org/"
GitIssue5754,https://github.com/airalab/robonomics_comm/issues/133,GitHubIssues,added_pending_transaction is not convenient to read,The format of the message:is not convenient. Please make it like a string `0x0f2ef64177a0f
GitIssue5755,https://github.com/airalab/robonomics_comm/issues/131,GitHubIssues,Not valid message,Robonomics_comm v1.1.0I try to publish Demand message as usualAnd I get an error from the 
GitIssue5756,https://github.com/airalab/robonomics_comm/issues/130,GitHubIssues,Can't connect to ipfs,Building the latest stack (v1.1.0) on Ubuntu and launching throws the errorIPFS v0.4.22 is
GitIssue5757,https://github.com/airalab/robonomics_comm/issues/122,GitHubIssues,Topics from objective are stored in Result rosbag,I see the following behavior:Recorder from robonomics_comm is meant to store every publish
GitIssue5758,https://github.com/airalab/robonomics_comm/issues/121,GitHubIssues,Proposal: change start/finish liability service type to Liability,Every time to start a liability I have a code like this:and similar to call finish liabili
GitIssue5759,https://github.com/airalab/robonomics_comm/issues/120,GitHubIssues,ipfs_download Permission denied,I'm trying to use an utility function `ipfs_download()` and I expect it to return a dictio
GitIssue5760,https://github.com/airalab/robonomics_comm/issues/119,GitHubIssues,robonomics_comm doesn't understand service messages from provider,The stack doesn't understand the messages described in here https://github.com/airalab/rob
GitIssue5761,https://github.com/airalab/robonomics_comm/issues/116,GitHubIssues,The ipfsapi library is deprecated,I built robonomics_comm on a fresh Ubuntu 18.04. After launching liability and erc20 nodes
GitIssue5762,https://github.com/airalab/robonomics_comm/issues/115,GitHubIssues,Confusing signer node exception message on incorrect Ethereum address,"Hi.I've attempted to publish a Demand with wrong Validator address:As you can see, validat"
GitIssue5763,https://github.com/airalab/robonomics_comm/issues/114,GitHubIssues,Warning /liability/executor is not a publisher of ...,robonomics_comm 1.0.0airalab-sidechainI see the following logthis message repeats again an
GitIssue5764,https://github.com/airalab/robonomics_comm/issues/113,GitHubIssues,ENS support for message hashers,**Problem**Currently ENS addresses doesn't supported by `demand_hash` and `offer_hash` fun
GitIssue5765,https://github.com/airalab/robonomics_comm/issues/112,GitHubIssues,Signer fails on sidechain configuration,**Error log****Description**This error raise on offer to sign publish.[ERROR] [1559294196.
GitIssue5766,https://github.com/airalab/robonomics_comm/issues/111,GitHubIssues,Signer fails to use infura rinkeby testnet provider,Please find signer node log below.<details><summary>cat ~/.ros/log/latest/liability-infoch
GitIssue5767,https://github.com/airalab/robonomics_comm/issues/110,GitHubIssues,IPFS failed to find any peer in table,Please find liability node log below.<details><summary>roslaunch liability.launch</summary
GitIssue5768,https://github.com/airalab/robonomics_comm/issues/108,GitHubIssues,Execute arbitrary liability by address,Hi.Currently one can execute liability catching it from `liability` node API or publishing
GitIssue5769,https://github.com/airalab/robonomics_comm/issues/107,GitHubIssues,Move IPFS adder/getter to separate node,**Problem**Currently IPFS add/get service exported by `ipfs_channel` node:https://github.c
GitIssue5770,https://github.com/airalab/robonomics_comm/issues/106,GitHubIssues,Missing slash '/' in a topic name,"If an objective.bag's topic name doesn't start with a slash '/', the name of the topic is "
GitIssue5771,https://github.com/airalab/robonomics_comm/issues/105,GitHubIssues,Make ERC20 services names generic,Currently in https://github.com/airalab/robonomics_comm/blob/master/ethereum_common/src/et
GitIssue5772,https://github.com/airalab/robonomics_comm/issues/103,GitHubIssues,Static objective composer / decomposer,In my work I've find three common types of `objective`:For `static` objective it's not han
GitIssue5773,https://github.com/airalab/robonomics_comm/issues/100,GitHubIssues,Add tests for UInt256 arithmetic and comparison,add tests for changes by the following issues:
GitIssue5774,https://github.com/airalab/robonomics_comm/issues/97,GitHubIssues,Comparison operators for UInt256 type with common integers,"Same as #88, but for [comparisons](https://docs.python.org/3/library/stdtypes.html#compari"
GitIssue5775,https://github.com/airalab/robonomics_comm/issues/96,GitHubIssues,Objective player for services without liability contract,"When I use robonomics protocol to let user use a CPS service for free, I mean when on `Dem"
GitIssue5776,https://github.com/airalab/robonomics_comm/issues/93,GitHubIssues,Demand/Offer: reducing nonce field and add sender,related to https://github.com/airalab/robonomics_contracts/issues/53
GitIssue5777,https://github.com/airalab/robonomics_comm/issues/90,GitHubIssues,Promisee and promisor fields in robonomics market ROS messages,In offer and demand processing it would be great to know an ID of a party sent this messag
GitIssue5778,https://github.com/airalab/robonomics_comm/issues/88,GitHubIssues,Arithmetics for UInt256 type objects with common integers,Since every number in robonoimcs ROS [messages](https://github.com/airalab/robonomics_comm
GitIssue5779,https://github.com/airalab/robonomics_comm/issues/87,GitHubIssues,Sidechain support for ethereum_common,"I've tried `ethereum_common` on sidechain, it fails with an error, please find it and cont"
GitIssue5780,https://github.com/airalab/robonomics_comm/issues/86,GitHubIssues,ROS API for IPFS,"ROS wrapper for IPFS API? Service to `add` by given file path and response with hash, for "
GitIssue5781,https://github.com/airalab/robonomics_comm/issues/84,GitHubIssues,unregister objective topics on liability finish,
GitIssue5782,https://github.com/airalab/robonomics_comm/issues/82,GitHubIssues,"Error with ""cost"" field of message","When message (offer or demand) with big value in `cost` field is sent to IPFS pubsub, the "
GitIssue5783,https://github.com/airalab/robonomics_comm/issues/81,GitHubIssues,prepare robonomics_comm for gen4,
GitIssue5784,https://github.com/airalab/robonomics_comm/issues/78,GitHubIssues,No web3 connection available,Can't send a lot and there are periodic error / warning messages in `ethereum_common erc20
GitIssue5785,https://github.com/airalab/robonomics_comm/issues/77,GitHubIssues,No packages in environment after a build in catkin workspace,**Expected behavior**Packages from `robonomics_comm` available to launch after a build by 
GitIssue5786,https://github.com/airalab/robonomics_comm/issues/75,GitHubIssues,retry read liability from blockchain to message if exception occurred,Read liability from blockchain to message sometimes produces errors such asCould not decod
GitIssue5787,https://github.com/airalab/robonomics_comm/issues/74,GitHubIssues,multiple files named [liability.launch] in package [robonomics_liability],"Afteron NixOS or if used Nix package manager, appear trouble below:nix build -f release.ni"
GitIssue5788,https://github.com/airalab/robonomics_comm/issues/73,GitHubIssues,Cannot launch robonomics_liability on local host,after install robonomics_comm with instructionI cannot launch anything from robonomics_com
GitIssue5789,https://github.com/airalab/robonomics_comm/issues/72,GitHubIssues,The messages isn't published to /liability/ready and /liability/incoming,I use robonomics beta 3 communication stack. After contract is successfully created I didn
GitIssue5790,https://github.com/airalab/robonomics_comm/issues/69,GitHubIssues,Liability message miss lighthouse field,Liability.msg does not have ‘lighthouse’ field but contract have.
GitIssue5791,https://github.com/airalab/robonomics_comm/issues/67,GitHubIssues,Liability finish failure,**Reproduce**[INFO] [1541598206.793270]: askhash: b'5d3a97ce1253b746c3c4429d4b4d900cee0a94
GitIssue5792,https://github.com/airalab/robonomics_comm/issues/65,GitHubIssues,Liability contracts data API,There are tasks where I need to get data from liabilities past. For example:Is it possible
GitIssue5793,https://github.com/airalab/robonomics_comm/issues/63,GitHubIssues,Multihash message datatype,It will be great to add Multihash message type (https://github.com/multiformats/multihash)
GitIssue5794,https://github.com/airalab/robonomics_comm/issues/62,GitHubIssues,Finish and/or restart for interrupted liability execution,"Now I use only short exection models no longer a minutes, but I hope to develop CPS with l"
GitIssue5795,https://github.com/airalab/robonomics_comm/issues/60,GitHubIssues,"move ""infochan"" node from robonomics_lighthouse",
GitIssue5796,https://github.com/airalab/robonomics_comm/issues/57,GitHubIssues,Supports 'lighthouse' field in the demand/offer messages,Implements https://github.com/airalab/robonomics_contracts/issues/44
GitIssue5797,https://github.com/airalab/robonomics_comm/issues/56,GitHubIssues,move signer node to ethereum_common,
GitIssue5798,https://github.com/airalab/robonomics_comm/issues/52,GitHubIssues,AIRA Graph integration,It’ll be good to integrate **aira-graph** module to communication stack.Graph PoC availabl
GitIssue5799,https://github.com/airalab/robonomics_comm/issues/40,GitHubIssues,Stable branch for robonomics_comm,Forcing both our development and software usage we facing with situations where we have no
GitIssue5800,https://github.com/airalab/robonomics_comm/issues/39,GitHubIssues,"Signer node sends ""broken message""",Seems like new signature procedure from #35 gives reslut not equal to [previous](https://g
GitIssue5801,https://github.com/airalab/robonomics_comm/issues/38,GitHubIssues,Executor node fails on attempt to get an account address,I set `account_address` parameter but node attempts to get address from a client. Seems li
GitIssue5802,https://github.com/airalab/robonomics_comm/issues/33,GitHubIssues,Listener node fails with web3 BadFunctionCallOutput,"While parity synced `robonomics_liability` service fails, please consider a log below. I'l"
GitIssue5803,https://github.com/airalab/robonomics_comm/issues/32,GitHubIssues,Signer node fails on signature request rejected,"Please consider a log folded below.How to reproduce:Behavior desired:IDK, let's discuss.<d"
GitIssue5804,https://github.com/airalab/robonomics_comm/issues/30,GitHubIssues,Executor node fails to start liability with non-rosbag format objective,If we create liability contract with non-rosbag objective liaibility executor player fails
GitIssue5805,https://github.com/airalab/robonomics_comm/issues/29,GitHubIssues,"Liability node failure: ValueError -32000 ""Filter not found""","Robonomics liability node fails with an error mentioned in the title, please find logs bel"
GitIssue5806,https://github.com/airalab/robonomics_comm/issues/26,GitHubIssues,Parity light client,I have issue with `robonomics_liability` and Parity light client.Is it possible to use lig
GitIssue5807,https://github.com/airalab/robonomics_comm/issues/24,GitHubIssues,Add an ability to process several liability contracts simultaneously by the executor,"As we have found, there is a limitation at executor, that results in ability to process on"
GitIssue5808,https://github.com/airalab/robonomics_comm/issues/22,GitHubIssues,Nodes crashes after a fail to connect web3 HTTP provider,Running AIRA for a day or longer I often face with `robonomics_liability` and `ethereum_co
GitIssue5809,https://github.com/airalab/robonomics_comm/issues/21,GitHubIssues,Liability finishes with empty result,Liability contract executions finishes with empty rosbag result files.After recieving `obj
