GitPR28995,https://github.com/ahornung/humanoid_navigation/pull/19,GitHubPRs,Added spaces.,
GitPR28996,https://github.com/ahornung/humanoid_navigation/pull/9,GitHubPRs,STL hash to avoid int traps,"With some flags, the program fails because of the integer operations.Furthermore, it looks"
GitPR28997,https://github.com/AIS-Bonn/nimbro_network/pull/18,GitHubPRs,topic_transport: fix pruning bug in depacketizer,"Prune first, insert new message afterwards. Should fix #17.@ros-pull-request-builder retes"
GitPR28998,https://github.com/AIS-Bonn/nimbro_network/pull/3,GitHubPRs,Simple latched tcp topics,The simpler version. Still don't know which one to choose... This one needs a bit more doc
GitPR28999,https://github.com/AIS-Bonn/nimbro_network/pull/2,GitHubPRs,Implement latched topics on TCP,Transmitting a latched topic over the nimbro relay was not supported.This PR adds several 
GitPR29000,https://github.com/at-wat/neonavigation/pull/737,GitHubPRs,[WIP] Testing of migration to ROS2 Humble,Only trajectory_tracker and safety_limiter is updated.## [558] FAILED on noeticdocker buil
GitPR29001,https://github.com/AutonomyLab/ardrone_autonomy/pull/215,GitHubPRs,Fixed error with odometry caused by clockwise/counterclockwise angles,"During testing with the AR Drone 2.0, we noticed that odometry and state estimation was be"
GitPR29002,https://github.com/AutonomyLab/ardrone_autonomy/pull/184,GitHubPRs,Cov matrice odometry,"Hi,this PR is based on the need to set the covariance matrices of odometry.I hope this one"
GitPR29003,https://github.com/AutonomyLab/ardrone_autonomy/pull/160,GitHubPRs,"Zero cmd_vel on takeoff, reset, and land.",Not thoroughly tested.
GitPR29004,https://github.com/AutonomyLab/ardrone_autonomy/pull/99,GitHubPRs,Fuerte: Allow multiple instances of ardrone_autonomy on the same machine,A fuerte version of pull request #98
GitPR29005,https://github.com/AutonomyLab/ardrone_autonomy/pull/67,GitHubPRs,Safety feature: Landing automatically when the driver node exits,Implementation is not very clean since any cleaner way requires some refactoring. Yet seem
GitPR29006,https://github.com/AutonomyLab/bebop_autonomy/pull/223,GitHubPRs,noetic fix,
GitPR29007,https://github.com/AutonomyLab/bebop_autonomy/pull/218,GitHubPRs,fixed build bebop_driver on ROS Melodic,This issue is relate to the FFMPEG headers > release 4.0.The name  of various constants go
